# Generated by `regiondb-build update`. Do not hand-edit: the next update
# pass overwrites this file. Corrections belong in classifications/ or
# overrides/, which the build applies on top.
# source: ourairports-airports
# url: https://davidmegginson.github.io/ourairports-data/airports.csv
# sha256: 6f53c942a634cd28729b86faad146a950ebd5d0fa6c6b28a45c3ede1acecb565
# retrieved: 2026-08-24T22:47:57Z
iata,name,latitude_deg,longitude_deg,iso_country,municipality,type,scheduled_service
SOG,"Sogndal Airport, Haukåsen",61.156101,7.137780,NO,Sogndal,small_airport,yes
SOJ,Sørkjosen Airport,69.786797,20.959400,NO,Sørkjosen,medium_airport,yes
SOM,San Tomé Airport,8.945147,-64.151085,VE,El Tigre,medium_airport,yes
SON,Santo Pekoa International Airport,-15.505000,167.220001,VU,Luganville,medium_airport,yes
SOQ,Domine Eduard Osok Airport,-0.894000,131.287000,ID,Sorong,medium_airport,yes
SOU,Southampton Airport,50.950298,-1.356800,GB,Southampton,medium_airport,yes
SOV,Seldovia Airport,59.442981,-151.705227,US,Seldovia,small_airport,yes
SOW,Show Low Regional Airport,34.264062,-110.007091,US,Show Low,medium_airport,yes
SOY,Stronsay Airport,59.155300,-2.641390,GB,Stronsay,small_airport,yes
SPC,La Palma Airport,28.626499,-17.755600,ES,"Sta Cruz de la Palma, La Palma Island",medium_airport,yes
SPD,Saidpur Airport,25.759199,88.908897,BD,Saidpur,medium_airport,yes
SPI,Abraham Lincoln Capital Airport,39.844101,-89.677902,US,Springfield,medium_airport,yes
SPN,Saipan International Airport,15.119384,145.728848,MP,"I Fadang, Saipan",medium_airport,yes
SPP,Menongue Airport,-14.657600,17.719801,AO,Menongue,medium_airport,yes
SPR,John Greif II Airport,17.913900,-87.971100,BZ,San Pedro,medium_airport,yes
SPS,Wichita Falls Municipal Airport / Sheppard Air Force Base,33.988800,-98.491898,US,Wichita Falls,medium_airport,yes
SPU,Split Saint Jerome Airport,43.538898,16.298000,HR,Split,large_airport,yes
SPX,Sphinx International Airport,30.108179,30.895728,EG,Al Jiza,large_airport,yes
SPY,San Pedro Airport,4.746720,-6.660820,CI,,medium_airport,yes
SQD,Shangrao Sanqingshan Airport,28.379700,117.964300,CN,Shangrao (Hengfeng),medium_airport,yes
SQG,Tebelian Airport,-0.045214,111.458049,ID,Sintang,medium_airport,yes
SQJ,Sanming Shaxian Airport,26.426300,117.833600,CN,Sanming (Sha),medium_airport,yes
SQL,San Carlos Airport,37.513130,-122.250838,US,San Carlos,medium_airport,yes
SRA,Luis Alberto Lehr Airport,-27.906580,-54.520628,BR,Santa Rosa,small_airport,yes
SRE,Alcantarí International Airport,-19.246835,-65.149611,BO,Sucre,large_airport,yes
SRG,Jenderal Ahmad Yani Airport,-6.970732,110.373244,ID,Semarang,large_airport,yes
SRL,Palo Verde Airport,27.092700,-112.098500,MX,Mulegé,small_airport,yes
SRP,"Stord Airport, Sørstokken",59.791901,5.340850,NO,Leirvik,medium_airport,yes
SRQ,Sarasota Bradenton International Airport,27.394631,-82.554359,US,Sarasota/Bradenton,large_airport,yes
SRT,Soroti Airport,1.727690,33.622799,UG,Soroti,medium_airport,yes
SRV,Stony River 2 Airport,61.789700,-156.589005,US,Stony River,small_airport,yes
SRY,Sari Dasht-e Naz International Airport,36.644408,53.188761,IR,Sari,medium_airport,yes
SRZ,El Trompillo Airport,-17.811600,-63.171501,BO,Santa Cruz,medium_airport,yes
SSA,Deputado Luiz Eduardo Magalhães International Airport,-12.908611,-38.322498,BR,Salvador,large_airport,yes
SSG,Malabo International Airport,3.755270,8.708720,GQ,Malabo,large_airport,yes
SSH,Sharm El Sheikh International Airport,27.977272,34.394717,EG,Sharm El Sheikh,large_airport,yes
SSJ,"Sandnessjøen Airport, Stokka",65.956802,12.468900,NO,Alstahaug,medium_airport,yes
SSR,Sara Airport,-15.470800,168.151993,VU,Pentecost Island,small_airport,yes
SST,Santa Teresita Airport,-36.542300,-56.721800,AR,Santa Teresita,medium_airport,yes
SSW,Stuart Island Airpark,48.673379,-123.175439,US,Friday Harbor,small_airport,yes
SSY,Mbanza Congo Airport,-6.269900,14.247000,AO,Mbanza Congo,medium_airport,yes
STC,Saint Cloud Regional Airport,45.546600,-94.059898,US,Saint Cloud,medium_airport,yes
STD,Mayor Buenaventura Vivas International Airport,7.565380,-72.035103,VE,Santo Domingo,medium_airport,yes
STG,St George Airport,56.577345,-169.663823,US,St George,medium_airport,yes
STI,Cibao International Airport,19.404060,-70.604431,DO,Santiago,large_airport,yes
STL,St. Louis Lambert International Airport,38.748697,-90.370003,US,St Louis,large_airport,yes
STM,Santarém - Maestro Wilson Fonseca International Airport,-2.422423,-54.793060,BR,Santarém,medium_airport,yes
STN,London Stansted Airport,51.884998,0.235000,GB,"London, Essex",large_airport,yes
STR,Stuttgart Airport,48.689899,9.221960,DE,Stuttgart,large_airport,yes
STS,Charles M. Schulz Sonoma County Airport,38.508999,-122.813003,US,Santa Rosa,medium_airport,yes
STT,Cyril E. King Airport,18.337091,-64.977251,VI,Charlotte Amalie,large_airport,yes
STV,Surat International Airport,21.115531,72.743251,IN,Surat,large_airport,yes
STW,Stavropol Shpakovskoye Airport,45.109200,42.112801,RU,Stavropol,medium_airport,yes
STX,Henry E. Rohlsen Airport,17.701413,-64.802608,VI,Christiansted,medium_airport,yes
SUB,Juanda International Airport,-7.379830,112.787003,ID,Surabaya,large_airport,yes
SUF,Lamezia Terme Sant'Eufemia International Airport,38.906214,16.246007,IT,Lamezia Terme (CZ),large_airport,yes
SUG,Surigao Airport,9.755838,125.480947,PH,Surigao City,medium_airport,yes
SUI,Vladislav Ardzinba Sukhum International Airport,42.858200,41.128101,GE,Sukhumi,medium_airport,yes
SUJ,Satu Mare International Airport,47.703300,22.885700,RO,Satu Mare,medium_airport,yes
SUK,Sakkyryr Airport,67.792000,130.394000,RU,Batagay-Alyta,small_airport,yes
SUN,Friedman Memorial Airport,43.504398,-114.295998,US,Hailey,medium_airport,yes
SUR,Summer Beaver Airport,52.708599,-88.541901,CA,Summer Beaver,small_airport,yes
SUV,Nausori International Airport,-18.044226,178.561486,FJ,Nausori,large_airport,yes
SUX,Sioux Gateway Airport / Brigadier General Bud Day Field,42.397605,-96.382237,US,Sioux City,medium_airport,yes
SUY,Suntar Airport,62.185001,117.635002,RU,Suntar,small_airport,yes
SVA,Savoonga Airport,63.686401,-170.492996,US,Savoonga,medium_airport,yes
SVB,Sambava Airport,-14.278600,50.174702,MG,Sambava,medium_airport,yes
SVC,Grant County Airport,32.636701,-108.154736,US,Silver City,medium_airport,yes
SVD,Argyle International Airport,13.159725,-61.148801,VC,Kingstown,large_airport,yes
SVG,"Stavanger Airport, Sola",58.876701,5.637780,NO,Stavanger,large_airport,yes
SVI,Eduardo Falla Solano Airport,2.152170,-74.766300,CO,San Vicente Del Caguán,medium_airport,yes
SVJ,"Svolvær Airport, Helle",68.243301,14.669200,NO,Svolvær,medium_airport,yes
SVL,Savonlinna Airport,61.943100,28.945101,FI,Savonlinna,medium_airport,yes
SVO,Sheremetyevo International Airport,55.976858,37.411210,RU,Moscow,large_airport,yes
SVQ,Seville Airport,37.417999,-5.893110,ES,Seville,large_airport,yes
SVS,Stevens Village Airport,66.016727,-149.056835,US,Stevens Village,small_airport,yes
SVU,Savusavu Airport,-16.803394,179.340587,FJ,Savusavu,small_airport,yes
SVX,Koltsovo Airport,56.743099,60.802700,RU,Yekaterinburg,large_airport,yes
SVZ,Juan Vicente Gómez International Airport,7.840809,-72.439878,VE,San Antonio del Tachira,medium_airport,yes
SWA,Jieyang Chaoshan International Airport,23.552000,116.503300,CN,Jieyang (Rongcheng),large_airport,yes
SWF,New York Stewart International Airport,41.504210,-74.108901,US,Newburgh,medium_airport,yes
SWL,San Vicente Airport,10.524298,119.272899,PH,San Vicente,small_airport,yes
SWO,Stillwater Regional Airport,36.162132,-97.085581,US,Stillwater,medium_airport,yes
SWQ,Sultan Muhammad Kaharuddin III Airport,-8.489040,117.412003,ID,Sumbawa Besar,small_airport,yes
SWX,Shakawe Airport,-18.373899,21.832600,BW,Shakawe,small_airport,yes
SXB,Strasbourg Airport,48.538300,7.628230,FR,Strasbourg,large_airport,yes
SXK,Mathilda Batlayeri Airport,-7.848354,131.337068,ID,Saumlaki-Yamdena Island,small_airport,yes
SXM,Princess Juliana International Airport,18.041000,-63.108898,SX,Sint Maarten,large_airport,yes
SXP,Nunam Iqua Airport,62.520599,-164.848006,US,Nunam Iqua,small_airport,yes
SXR,Srinagar International Airport,33.987099,74.774200,IN,Srinagar,large_airport,yes
SYD,Sydney Kingsford Smith International Airport,-33.946098,151.177002,AU,Sydney (Mascot),large_airport,yes
SYM,Pu'er Simao Airport,22.793301,100.959000,CN,Pu'er,small_airport,yes
SYO,Shonai Airport,38.812199,139.787003,JP,Shonai,medium_airport,yes
SYQ,Tobías Bolaños International Airport,9.957050,-84.139801,CR,San Jose,medium_airport,yes
SYR,Syracuse Hancock International Airport,43.111198,-76.106300,US,Syracuse,large_airport,yes
SYS,Saskylakh Airport,71.927902,114.080002,RU,Saskylakh,medium_airport,yes
SYU,Warraber Island Airport,-10.208300,142.824997,AU,Sue Islet,small_airport,yes
SYX,Sanya Phoenix International Airport,18.302900,109.412003,CN,Sanya (Tianya),large_airport,yes
SYY,Stornoway Airport,58.215599,-6.331110,GB,"Stornoway, Western Isles",medium_airport,yes
SYZ,Shiraz Shahid Dastghaib International Airport,29.539200,52.589802,IR,Shiraz,large_airport,yes
SZA,Soyo Airport,-6.141090,12.371800,AO,Soyo,medium_airport,yes
SZB,Sultan Abdul Aziz Shah International Airport,3.130580,101.549004,MY,Subang,large_airport,yes
SZE,Semera Airport,11.787500,40.991500,ET,Semera,small_airport,yes
SZF,Samsun-Çarşamba Airport,41.253988,36.567546,TR,Samsun,medium_airport,yes
SZG,Salzburg Airport,47.793301,13.004300,AT,Salzburg,large_airport,yes
SZH,Shuozhou Zirun Airport,39.273241,112.691552,CN,Shuozhou,medium_airport,yes
SZI,Zaysan Airport,47.487491,84.887675,KZ,Zaysan,small_airport,yes
SZK,Skukuza Airport,-24.960850,31.588587,ZA,Skukuza,medium_airport,yes
SZX,Shenzhen Bao'an International Airport,22.639474,113.803262,CN,Shenzhen,large_airport,yes
SZY,Olsztyn-Mazury Airport,53.481899,20.937700,PL,Szymany,medium_airport,yes
SZZ,Solidarity Szczecin–Goleniów Airport,53.584702,14.902200,PL,Szczecin(Glewice),large_airport,yes
TAB,A.N.R. Robinson International Airport,11.149571,-60.831298,TT,Scarborough,large_airport,yes
TAC,Daniel Z. Romualdez Airport,11.227761,125.027783,PH,Tacloban City,medium_airport,yes
TAE,Daegu International Airport,35.894394,128.656989,KR,Daegu,large_airport,yes
TAG,Bohol-Panglao International Airport,9.573045,123.770143,PH,Panglao,large_airport,yes
TAH,Whitegrass Airport,-19.455099,169.223999,VU,Tanna Island,medium_airport,yes
TAI,Taiz International Airport,13.686000,44.139099,YE,Taiz,medium_airport,yes
TAK,Takamatsu Airport,34.214963,134.015454,JP,Takamatsu,large_airport,yes
TAL,Ralph M Calhoun Memorial Airport,65.174400,-152.108994,US,Tanana,small_airport,yes
TAM,General Francisco Javier Mina International Airport,22.292622,-97.867058,MX,Ciudad Madero,medium_airport,yes
TAO,Qingdao Jiaodong International Airport,36.361953,120.088171,CN,Qingdao (Jiaozhou),large_airport,yes
TAP,Tapachula International Airport,14.794549,-92.369871,MX,Tapachula,medium_airport,yes
TAS,Tashkent International Airport,41.257900,69.281197,UZ,Tashkent,large_airport,yes
TAT,Poprad-Tatry Airport,49.070994,20.241394,SK,Poprad,medium_airport,yes
TAY,Tartu Airport,58.307438,26.686473,EE,Tartu,medium_airport,yes
TAZ,Dashoguz International Airport,41.759853,59.836149,TM,Daşoguz,large_airport,yes
TBB,Dong Tac Airport,13.049600,109.334000,VN,Tuy Hoa,medium_airport,yes
TBG,Tabubil Airport,-5.280471,141.227576,PG,Tabubil,small_airport,yes
TBH,Tugdan Airport,12.311000,122.084999,PH,Tablas Island,medium_airport,yes
TBI,New Bight Airport,24.315300,-75.452301,BS,Cat Island,medium_airport,yes
TBJ,Tabarka-Aïn Draham International Airport,36.980000,8.876940,TN,Tabarka,medium_airport,yes
TBM,Tumbang Samba Airport,-1.469024,113.080984,ID,Tumbang Samba-Borneo Island,small_airport,yes
TBN,Waynesville-St. Robert Regional Airport-Forney Field,37.741600,-92.140701,US,Fort Leonard Wood,medium_airport,yes
TBO,Tabora Airport,-5.076390,32.833302,TZ,Tabora,small_airport,yes
TBP,Captain Pedro Canga Rodríguez International Airport,-3.552074,-80.381086,PE,Tumbes,medium_airport,yes
TBS,Tbilisi International Airport,41.669201,44.954700,GE,Tbilisi,large_airport,yes
TBT,Tabatinga International Airport,-4.255670,-69.935799,BR,Tabatinga,medium_airport,yes
TBU,Fua'amotu International Airport,-21.241438,-175.149164,TO,Nuku'alofa,large_airport,yes
TBZ,Tabriz International Airport,38.133900,46.235001,IR,Tabriz,large_airport,yes
TCA,Tennant Creek Airport,-19.634399,134.182999,AU,Tennant Creek,medium_airport,yes
TCB,Treasure Cay Airport,26.745300,-77.391296,BS,Treasure Cay,medium_airport,yes
TCD,Tarapacá Airport,-2.895802,-69.749762,CO,Tarapacá,small_airport,yes
TCG,Tacheng Qianquan Airport,46.672501,83.340797,CN,Tacheng,small_airport,yes
TCO,La Florida Airport,1.814420,-78.749200,CO,Tumaco,medium_airport,yes
TCP,Taba International Airport,29.594496,34.775752,EG,Taba,medium_airport,yes
TCQ,Coronel FAP Carlos Ciriani Santa Rosa International Airport,-18.053301,-70.275803,PE,Tacna,medium_airport,yes
TCR,Tuticorin Airport,8.724241,78.025803,IN,Vagaikulam,small_airport,yes
TCT,Takotna Airport,62.993206,-156.029026,US,Takotna,small_airport,yes
TCZ,Tengchong Tuofeng Airport,24.938056,98.485833,CN,Baoshan (Tengchong),medium_airport,yes
TDD,Teniente Av. Jorge Henrich Arauz Airport,-14.818700,-64.917999,BO,Trinidad,medium_airport,yes
TDK,Taldykorgan Airport,45.122550,78.442758,KZ,Taldykorgan,medium_airport,yes
TDS,Sasereme Airport,-7.621700,142.868000,PG,Sasereme,small_airport,yes
TDX,Trat Airport,12.274600,102.319000,TH,Laem Ngop,medium_airport,yes
TEB,Teterboro Airport,40.850101,-74.060799,US,Teterboro,medium_airport,yes
TEE,Cheikh Larbi Tébessi Airport,35.431599,8.120720,DZ,Tébessi,medium_airport,yes
TEK,Tatitlek Airport,60.871449,-146.690297,US,Tatitlek,small_airport,yes
TEN,Tongren Fenghuang Airport,27.883333,109.308889,CN,Tongren (Daxing),medium_airport,yes
TEQ,Tekirdağ Çorlu Airport,41.138199,27.919100,TR,Çorlu,medium_airport,yes
TER,Lajes Airport,38.761799,-27.090799,PT,Praia da Vitória,medium_airport,yes
TET,Tete Airport,-16.104799,33.640202,MZ,Tete,large_airport,yes
TEX,Telluride Regional Airport,37.953800,-107.907997,US,Telluride,medium_airport,yes
TEZ,Tezpur Airport,26.709101,92.784698,IN,,medium_airport,yes
TFF,Tefé Airport,-3.382940,-64.724098,BR,Tefé,medium_airport,yes
TFI,Tufi Airport,-9.075954,149.319839,PG,Tufi,small_airport,yes
TFN,Tenerife Norte-Ciudad de La Laguna Airport,28.482752,-16.341707,ES,Tenerife,large_airport,yes
TFS,Tenerife Sur Airport,28.044500,-16.572500,ES,Tenerife,large_airport,yes
TFU,Chengdu Tianfu International Airport,30.312520,104.441284,CN,Chengdu (Jianyang),large_airport,yes
TGD,Podgorica Airport / Podgorica Golubovci Airbase,42.359402,19.251900,ME,Podgorica,large_airport,yes
TGG,Sultan Mahmud Airport,5.382640,103.102997,MY,Kuala Terengganu,medium_airport,yes
TGH,Tongoa Airport,-16.891100,168.550995,VU,Tongoa Island,small_airport,yes
TGJ,Tiga Airport,-21.096407,167.803790,NC,Tiga,medium_airport,yes
TGM,Târgu Mureş Transilvania International Airport,46.467701,24.412500,RO,Recea,medium_airport,yes
TGO,Tongliao Airport,43.556702,122.199997,CN,Tongliao,medium_airport,yes
TGQ,Tangará da Serra Airport,-14.662000,-57.443744,BR,Tangará da Serra,small_airport,yes
TGR,Touggourt Sidi Madhi Airport,33.067799,6.088670,DZ,Touggourt,medium_airport,yes
TGT,Tanga Airport,-5.092360,39.071201,TZ,Tanga,medium_airport,yes
TGU,Toncontín Airport,14.060900,-87.217201,HN,Tegucigalpa,medium_airport,yes
TGZ,Angel Albino Corzo International Airport,16.561611,-93.025731,MX,Tuxtla Gutiérrez,medium_airport,yes
THD,Tho Xuan Airport,19.901667,105.467778,VN,Thanh Hóa,small_airport,yes
THE,Senador Petrônio Portela Airport,-5.060250,-42.823712,BR,Teresina,medium_airport,yes
THG,Thangool Airport,-24.494863,150.577967,AU,Biloela,medium_airport,yes
THL,Tachileik Airport,20.483801,99.935402,MM,Tachileik,medium_airport,yes
THN,Trollhättan-Vänersborg Airport,58.318100,12.345000,SE,Trollhättan,medium_airport,yes
THO,Þórshöfn Airport,66.218459,-15.334739,IS,Þórshöfn,small_airport,yes
THQ,Tianshui Maijishan Airport,34.560100,105.860343,CN,Tianshui (Maiji),medium_airport,yes
THR,Mehrabad International Airport,35.689175,51.314392,IR,Tehran,large_airport,yes
THS,Sukhothai Airport,17.238001,99.818199,TH,,medium_airport,yes
THX,Turukhansk Airport,65.797203,87.935303,RU,Turukhansk,small_airport,yes
TIA,Tirana International Airport Mother Teresa,41.414700,19.720600,AL,Rinas,large_airport,yes
TIE,Tippi Airport,7.202400,35.415000,ET,Tippi,small_airport,yes
TIF,Taif International Airport,21.484739,40.544074,SA,Taif,large_airport,yes
TIH,Tikehau Airport,-15.119600,-148.231003,PF,Tuherahera,medium_airport,yes
TIJ,General Abelardo L. Rodriguez International Airport,32.541043,-116.969976,MX,Tijuana,large_airport,yes
TIM,Mozes Kilangin Airport,-4.529780,136.887388,ID,Timika,medium_airport,yes
TIN,Tindouf Airport,27.700399,-8.167100,DZ,Tindouf,medium_airport,yes
TIQ,Francisco Manglona Borja / Tinian International Airport,14.999207,145.619355,MP,Tinian Island,medium_airport,yes
TIR,Tirupati International Airport,13.631988,79.539869,IN,Tirupati,large_airport,yes
TIU,Timaru Airport,-44.302799,171.225006,NZ,,medium_airport,yes
TIV,Tivat Airport,42.404701,18.723301,ME,Tivat,medium_airport,yes
TIW,Tacoma Narrows Airport,47.267407,-122.577295,US,Tacoma,medium_airport,yes
TIZ,Tari Airport,-5.845000,142.947998,PG,Tari,small_airport,yes
TJA,Capitan Oriel Lea Plaza Airport,-21.555700,-64.701302,BO,Tarija,medium_airport,yes
TJG,Warukin Airport,-2.216560,115.435997,ID,Tanta-Tabalong,medium_airport,yes
TJH,Konotori Tajima Airport,35.512798,134.787003,JP,Toyooka,medium_airport,yes
TJK,Tokat Airport,40.324720,36.390560,TR,Tokat,medium_airport,yes
TJL,Plínio Alarcom Airport,-20.752643,-51.682026,BR,Três Lagoas,small_airport,yes
TJM,Roshchino International Airport,57.178984,65.327696,RU,Tyumen,large_airport,yes
TJQ,H A S Hanandjoeddin International Airport,-2.744109,107.754535,ID,Tanjung Pandan,small_airport,yes
TJS,Tanjung Harapan Airport,2.838139,117.374584,ID,Tanjung Selor-Borneo Island,small_airport,yes
TJU,Kulob International Airport,37.988098,69.805000,TJ,Kulob,large_airport,yes
TKD,Takoradi Airport,4.896060,-1.774760,GH,Sekondi-Takoradi,medium_airport,yes
TKF,Truckee Tahoe Airport,39.318628,-120.140562,US,Truckee,medium_airport,yes
TKG,Radin Inten II International Airport,-5.246803,105.182531,ID,Bandar Lampung,medium_airport,yes
TKJ,Tok Junction Airport,63.329498,-142.953995,US,Tok,small_airport,yes
TKK,Chuuk International Airport,7.461870,151.843002,FM,Weno Island,large_airport,yes
TKM,Taksimo Airport,56.361668,114.930000,RU,Taksimo,small_airport,yes
TKN,Tokunoshima Airport,27.836382,128.881356,JP,Amagi,medium_airport,yes
TKP,Takapoto Airport,-14.709500,-145.246002,PF,,medium_airport,yes
TKQ,Kigoma Airport,-4.886200,29.670900,TZ,Kigoma,small_airport,yes
TKS,Tokushima Awaodori Airport / JMSDF Tokushima Air Base,34.132559,134.607816,JP,Tokushima,large_airport,yes
TKU,Turku Airport,60.514099,22.262800,FI,Turku,large_airport,yes
TKV,Tatakoto Airport,-17.355226,-138.447340,PF,Tatakoto,small_airport,yes
TKX,Takaroa Airport,-14.455800,-145.024994,PF,,medium_airport,yes
TLA,Teller Airport,65.240402,-166.339005,US,Teller,small_airport,yes
TLC,Adolfo López Mateos International Airport,19.336900,-99.565830,MX,Toluca,large_airport,yes
TLE,Toliara Airport,-23.383400,43.728500,MG,Toliara,medium_airport,yes
TLH,Tallahassee International Airport,30.401209,-84.354330,US,Tallahassee,medium_airport,yes
TLI,Sultan Bantilan Airport,1.123428,120.793658,ID,Toli Toli-Celebes Island,small_airport,yes
TLL,Lennart Meri Tallinn Airport,59.413246,24.832640,EE,Tallinn,large_airport,yes
TLM,Zenata – Messali El Hadj Airport,35.012732,-1.457117,DZ,Zenata,large_airport,yes
TLN,Toulon-Hyères Airport,43.097301,6.146030,FR,"Hyères, Var",medium_airport,yes
TLQ,Turpan Jiaohe Airport,43.030800,89.098700,CN,Turpan,medium_airport,yes
TLS,Toulouse-Blagnac Airport,43.629101,1.363820,FR,Toulouse/Blagnac,large_airport,yes
TLT,Tuluksak Airport,61.086973,-160.922842,US,Tuluksak,small_airport,yes
TLU,Golfo de Morrosquillo Airport,9.509450,-75.585400,CO,Santiago de Tolú,small_airport,yes
TLV,Ben Gurion International Airport,32.011398,34.886700,IL,Tel Aviv,large_airport,yes
TLY,Plastun Airport,44.814999,136.292007,RU,Plastun,small_airport,yes
TMC,Tambolaka Airport,-9.409224,119.242558,ID,Radamata,small_airport,yes
TME,Gustavo Vargas Airport,6.451080,-71.760300,CO,Tame,medium_airport,yes
TMF,Thimarafushi Airport,2.211000,73.153300,MV,Thimarafushi,small_airport,yes
TMG,Tomanggong Airport,5.402570,118.657630,MY,Tomanggong,small_airport,yes
TMH,Tanah Merah Airport,-6.096690,140.303521,ID,Tanah Merah,medium_airport,yes
TMI,Tumling Tar Airport,27.315001,87.193298,NP,Tumling Tar,small_airport,yes
TMJ,Termez Airport,37.287261,67.311869,UZ,Termez,medium_airport,yes
TML,Yakubu Tali International Airport,9.553909,-0.866060,GH,Tamale,large_airport,yes
TMM,Toamasina Ambalamanasy Airport,-18.113537,49.392262,MG,Toamasina,large_airport,yes
TMP,Tampere-Pirkkala Airport,61.414101,23.604401,FI,Tampere / Pirkkala,large_airport,yes
TMR,Aguenar – Hadj Bey Akhamok Airport,22.810992,5.450832,DZ,Tamanrasset,large_airport,yes
TMS,São Tomé International Airport,0.378175,6.712150,ST,São Tomé,large_airport,yes
TMT,Trombetas Airport,-1.489600,-56.396801,BR,Oriximiná,medium_airport,yes
TMW,Tamworth Airport,-31.077898,150.845484,AU,Tamworth,medium_airport,yes
TMX,Timimoun Airport,29.237101,0.276033,DZ,Timimoun,medium_airport,yes
TNA,Jinan Yaoqiang International Airport,36.857201,117.216003,CN,Jinan (Licheng),large_airport,yes
TNC,Tin City Long Range Radar Station Airport,65.563103,-167.921997,US,Tin City,small_airport,yes
TND,Alberto Delgado Airport,21.788300,-79.997200,CU,Trinidad,medium_airport,yes
TNE,New Tanegashima Airport,30.605101,130.990997,JP,Tanegashima,medium_airport,yes
TNG,Tangier Ibn Battuta Airport,35.731741,-5.921459,MA,Tangier,large_airport,yes
TNH,Tonghua Sanyuanpu Airport,42.048435,125.733963,CN,Tonghua,medium_airport,yes
TNJ,Raja Haji Fisabilillah International Airport,0.923970,104.533410,ID,Tanjung Pinang-Bintan Island,medium_airport,yes
TNK,Tununak Airport,60.569638,-165.246649,US,Tununak,small_airport,yes
TNN,Tainan International Airport / Tainan Air Base,22.950399,120.206001,TW,Tainan (Rende),large_airport,yes
TNR,Ivato International Airport,-18.796900,47.478802,MG,Antananarivo,large_airport,yes
TOD,Tioman Airport,2.818180,104.160004,MY,Tioman Island,medium_airport,yes
TOE,Tozeur Nefta International Airport,33.939701,8.110560,TN,Tozeur,medium_airport,yes
TOF,Tomsk Kamov Airport,56.380299,85.208298,RU,Tomsk,large_airport,yes
TOG,Togiak Airport,59.052799,-160.397003,US,Togiak Village,small_airport,yes
TOL,Eugene F. Kranz Toledo Express Airport,41.586800,-83.807800,US,Toledo,medium_airport,yes
TOM,Tombouktou Airport,16.730499,-3.007580,ML,Timbuktu,large_airport,yes
TOS,Tromsø Airport,69.683296,18.918900,NO,Tromsø,large_airport,yes
TOU,Touho Airport,-20.790127,165.259524,NC,Touho,medium_airport,yes
TOW,Toledo - Luiz Dalcanale Filho Municipal Airport,-24.686300,-53.697498,BR,Toledo,small_airport,yes
TOY,Toyama Kitokito Airport,36.648416,137.187359,JP,Toyama,medium_airport,yes
TPA,Tampa International Airport,27.975500,-82.533203,US,Tampa,large_airport,yes
TPE,Taiwan Taoyuan International Airport,25.077700,121.233002,TW,Taoyuan,large_airport,yes
TPI,Tapini Airport,-8.356667,146.989167,PG,Tapini,small_airport,yes
TPJ,Taplejung Airport,27.350900,87.695250,NP,Taplejung,medium_airport,yes
TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,-6.508740,-76.373199,PE,Tarapoto,medium_airport,yes
TPQ,Amado Nervo National Airport,21.419833,-104.842472,MX,Tepic,medium_airport,yes
TPS,Vincenzo Florio Airport Trapani-Birgi,37.911400,12.488000,IT,Trapani (TP),medium_airport,yes
TQO,Felipe Carrillo Puerto International Airport Tulum,20.172098,-87.660272,MX,Tulum,large_airport,yes
TRA,Tarama Airport,24.653793,124.675453,JP,Tarama,medium_airport,yes
TRC,Francisco Sarabia Tinoco International Airport,25.562265,-103.404608,MX,Torreón,medium_airport,yes
TRD,"Trondheim Airport, Værnes",63.457802,10.924000,NO,Trondheim,large_airport,yes
TRE,Tiree Airport,56.499199,-6.869170,GB,"Balemartine, Argyll and Bute",medium_airport,yes
TRF,"Sandefjord Airport, Torp",59.186699,10.258600,NO,Sandefjord(Torp),large_airport,yes
TRG,Tauranga Airport,-37.671902,176.195999,NZ,Tauranga,medium_airport,yes
TRI,Tri-Cities Regional TN/VA Airport,36.475201,-82.407401,US,Blountville,medium_airport,yes
TRK,Juwata International Airport / Suharnoko Harbani AFB,3.325145,117.564169,ID,Tarakan,medium_airport,yes
TRN,Turin Airport,45.200802,7.649630,IT,Caselle Torinese (TO),large_airport,yes
TRR,China Bay Airport,8.539159,81.181280,LK,Trincomalee,medium_airport,yes
TRS,Trieste Airport,45.827862,13.466672,IT,Ronchi dei Legionari/Trieste,large_airport,yes
TRT,Toraja Airport,-3.184359,119.919104,ID,Toraja,medium_airport,yes
TRU,Capitán FAP Carlos Martínez de Pinillos International Airport,-8.082382,-79.108821,PE,Trujillo,large_airport,yes
TRV,Thiruvananthapuram International Airport,8.481889,76.920029,IN,Thiruvananthapuram,large_airport,yes
TRW,Bonriki International Airport,1.381640,173.147003,KI,South Tarawa,large_airport,yes
TRZ,Tiruchirappalli International Airport,10.762915,78.717741,IN,Tiruchirappalli,large_airport,yes
TSA,Taipei Songshan International Airport,25.067244,121.552822,TW,Taipei (Songshan),large_airport,yes
TSF,Treviso Airport,45.648399,12.194400,IT,Treviso (TV),large_airport,yes
TSJ,Tsushima Airport,34.284901,129.330994,JP,Tsushima,medium_airport,yes
TSM,Taos Regional Airport,36.452494,-105.677490,US,Taos,medium_airport,yes
TSN,Tianjin Binhai International Airport,39.124401,117.346001,CN,Tianjin,large_airport,yes
TSR,Timișoara Traian Vuia International Airport,45.809898,21.337900,RO,Timişoara,large_airport,yes
TST,Trang Airport,7.508740,99.616600,TH,Trang,medium_airport,yes
