# Generated by `regiondb-build update`. Do not hand-edit: the next update
# pass overwrites this file. Corrections belong in classifications/ or
# overrides/, which the build applies on top.
# source: ourairports-airports
# url: https://davidmegginson.github.io/ourairports-data/airports.csv
# sha256: 6f53c942a634cd28729b86faad146a950ebd5d0fa6c6b28a45c3ede1acecb565
# retrieved: 2026-08-24T22:47:57Z
iata,name,latitude_deg,longitude_deg,iso_country,municipality,type,scheduled_service
GYD,Heydar Aliyev International Airport,40.472780,50.050931,AZ,Baku,large_airport,yes
GYE,José Joaquín de Olmedo International Airport,-2.157420,-79.883598,EC,Guayaquil,large_airport,yes
GYM,General José María Yáñez International Airport,27.969000,-110.925003,MX,Guaymas,medium_airport,yes
GYN,Santa Genoveva International Airport,-16.632000,-49.220699,BR,Goiânia,large_airport,yes
GYS,Guangyuan Panlong Airport,32.390254,105.694571,CN,Guangyuan (Lizhou),medium_airport,yes
GYU,Guyuan Liupanshan Airport,36.078889,106.216944,CN,Guyuan (Yuanzhou),medium_airport,yes
GYY,Gary/Chicago International Airport,41.617087,-87.413206,US,Gary,medium_airport,yes
GYZ,Gruyere Airport,-28.034548,123.815060,AU,Cosmo Newbery,small_airport,yes
GZG,Garze Gesar Airport,31.757500,99.554167,CN,Garzê (Garzê),small_airport,yes
GZO,Nusatupe Airport,-8.097780,156.863998,SB,Gizo,small_airport,yes
GZP,Gazipaşa-Alanya Airport,36.298832,32.297017,TR,Gazipaşa,medium_airport,yes
GZT,Gaziantep Oğuzeli International Airport,36.947201,37.478699,TR,Gaziantep,large_airport,yes
HAA,Hasvik Airport,70.486702,22.139700,NO,Hasvik,small_airport,yes
HAC,Hachijojima Airport,33.114843,139.785645,JP,Hachijojima,medium_airport,yes
HAD,Halmstad Airport,56.691101,12.820200,SE,Halmstad,medium_airport,yes
HAH,Prince Said Ibrahim International Airport,-11.533700,43.271900,KM,Moroni,large_airport,yes
HAJ,Hannover Airport,52.461102,9.685080,DE,Hannover,large_airport,yes
HAK,Haikou Meilan International Airport,19.934900,110.459000,CN,Haikou (Meilan),large_airport,yes
HAL,Halali Airport,-19.028500,16.458500,NA,Halali,small_airport,yes
HAM,Hamburg Helmut Schmidt Airport,53.630402,9.988230,DE,Hamburg,large_airport,yes
HAN,Noi Bai International Airport,21.221201,105.806999,VN,Hanoi (Soc Son),large_airport,yes
HAQ,Hanimaadhoo International Airport,6.743235,73.167072,MV,Haa Dhaalu Atoll,large_airport,yes
HAS,Hail International Airport,27.437901,41.686298,SA,Hail,large_airport,yes
HAU,"Haugesund Airport, Karmøy",59.345299,5.208360,NO,Karmøy,medium_airport,yes
HAV,José Martí International Airport,22.989201,-82.409103,CU,Havana,large_airport,yes
HBA,Hobart International Airport,-42.837032,147.513022,AU,Hobart (Cambridge),large_airport,yes
HBE,Alexandria International Airport,30.932490,29.696437,EG,Alexandria,large_airport,yes
HBQ,Haibei Qilian Airport,38.008068,100.645065,CN,Haibei (Qilian),small_airport,yes
HBX,Hubballi Airport,15.361084,75.082096,IN,Hubballi,medium_airport,yes
HCJ,Hechi Jinchengjiang Airport,24.804344,107.710819,CN,Hechi (Jinchengjiang),medium_airport,yes
HCR,Holy Cross Airport,62.188301,-159.774994,US,Holy Cross,medium_airport,yes
HCZ,Chenzhou Beihu Airport,25.753419,112.845404,CN,Chenzhou,medium_airport,yes
HDD,Hyderabad Airport,25.318100,68.366096,PK,Hyderabad,small_airport,yes
HDF,Heringsdorf Airport,53.878700,14.152300,DE,Zirchow,medium_airport,yes
HDG,Handan Airport,36.524824,114.424126,CN,Handan,medium_airport,yes
HDK,Kulhudhuffushi Airport,6.630762,73.067815,MV,Kulhudhuffushi,small_airport,yes
HDM,Hamadan Airport,34.866416,48.560690,IR,Hamadan,medium_airport,yes
HDN,Yampa Valley Airport,40.481201,-107.218002,US,Hayden,medium_airport,yes
HDO,Hindon Airport / Hindon Air Force Station,28.707701,77.358902,IN,Ghaziabad,small_airport,yes
HDS,Eastgate Airport / Air Force Base Hoedspruit,-24.361864,31.052921,ZA,Hoedspruit,medium_airport,yes
HDY,Hat Yai International Airport,6.933210,100.392998,TH,Hat Yai,large_airport,yes
HEA,Herat - Khwaja Abdullah Ansari International Airport,34.209999,62.228298,AF,Guzara,large_airport,yes
HEH,Heho Airport,20.747140,96.792029,MM,Heho,medium_airport,yes
HEI,Heide-Büsum Airport,54.153332,8.901667,DE,Oesterdeichstrich,small_airport,yes
HEK,Heihe Aihui Airport,50.171621,127.308884,CN,Heihe,medium_airport,yes
HEL,Helsinki Vantaa Airport,60.318363,24.963341,FI,Helsinki (Vantaa),large_airport,yes
HER,Heraklion International Nikos Kazantzakis Airport,35.339699,25.180300,GR,Heraklion,large_airport,yes
HET,Hohhot Baita International Airport,40.849658,111.824598,CN,Hohhot,large_airport,yes
HFA,Uri Michaeli Haifa International Airport,32.810219,35.043719,IL,Haifa,medium_airport,yes
HFE,Hefei Xinqiao International Airport,31.987790,116.976900,CN,Hefei,large_airport,yes
HFN,Hornafjörður Airport,64.295601,-15.227200,IS,Höfn,medium_airport,yes
HFS,Hagfors Airport,60.020100,13.578900,SE,Råda,small_airport,yes
HFT,Hammerfest Airport,70.679703,23.668600,NO,Hammerfest,medium_airport,yes
HGA,Egal International Airport,9.514082,44.083469,SO,Hargeisa,large_airport,yes
HGD,Hughenden Airport,-20.815001,144.225006,AU,Hughenden,small_airport,yes
HGH,Hangzhou Xiaoshan International Airport,30.236090,120.428865,CN,Hangzhou,large_airport,yes
HGI,Itanagar Donyi Polo Hollongi Airport,26.966830,93.638792,IN,Hollongi,medium_airport,yes
HGL,Helgoland-Düne Airport,54.185280,7.915833,DE,Helgoland,small_airport,yes
HGN,Mae Hong Son Airport,19.301300,97.975800,TH,Mae Hong Son,medium_airport,yes
HGO,Korhogo Airport,9.387180,-5.556660,CI,Korhogo,medium_airport,yes
HGR,Hagerstown Regional Richard A Henson Field,39.708771,-77.728014,US,Hagerstown,medium_airport,yes
HGU,Mount Hagen Kagamuga Airport,-5.828212,144.299412,PG,Mount Hagen,medium_airport,yes
HHH,Hilton Head Airport,32.224400,-80.697502,US,Hilton Head Island,medium_airport,yes
HHN,Frankfurt-Hahn Airport,49.946353,7.261734,DE,Frankfurt am Main (Lautzenhausen),large_airport,yes
HHQ,Hua Hin Airport,12.636200,99.951500,TH,Hua Hin,medium_airport,yes
HHR,Jack Northrop Field Hawthorne Municipal Airport,33.922798,-118.334999,US,Hawthorne,medium_airport,yes
HHZ,Hikueru Airport,-17.548297,-142.612037,PF,Hikueru,small_airport,yes
HIA,Huai'an Lianshui Airport,33.792712,119.126657,CN,Huai'an,large_airport,yes
HIB,Range Regional Airport,47.384831,-92.836905,US,Hibbing,medium_airport,yes
HID,Horn Island Airport,-10.585636,142.292770,AU,Horn,medium_airport,yes
HII,Lake Havasu City Airport,34.570506,-114.357745,US,Lake Havasu City,medium_airport,yes
HIJ,Hiroshima Airport,34.436100,132.919006,JP,Hiroshima,large_airport,yes
HIL,Shilavo Airport,6.077545,44.763736,ET,Shilavo,small_airport,yes
HIN,Sacheon Airport / Sacheon Air Base,35.088591,128.071747,KR,Sacheon,medium_airport,yes
HIR,Honiara International Airport,-9.428000,160.054993,SB,Honiara,large_airport,yes
HJB,Hejing Bayinbuluke Airport,42.976395,83.995543,CN,Hejing,small_airport,yes
HJJ,Huaihua Zhijiang Airport,27.443087,109.704666,CN,Huaihua,medium_airport,yes
HJR,Khajuraho Airport,24.817200,79.918602,IN,Khajuraho,medium_airport,yes
HKD,Hakodate Airport,41.770000,140.822006,JP,Hakodate,large_airport,yes
HKG,Hong Kong International Airport,22.311840,113.914862,HK,Hong Kong,large_airport,yes
HKK,Hokitika Airfield,-42.713600,170.985001,NZ,,medium_airport,yes
HKN,Hoskins Airport,-5.463846,150.407327,PG,Kimbe,medium_airport,yes
HKT,Phuket International Airport,8.113257,98.317400,TH,Phuket,large_airport,yes
HLA,Lanseria International Airport,-25.938964,27.926642,ZA,Johannesburg,large_airport,yes
HLD,Hulunbuir Hailar Airport,49.208616,119.822301,CN,Hailar,large_airport,yes
HLE,Saint Helena International Airport,-15.958898,-5.646066,SH,Jamestown,medium_airport,yes
HLH,Ulanhot Yilelite Airport,46.195333,122.008333,CN,Ulanhot,small_airport,yes
HLN,Helena Regional Airport,46.606800,-111.983002,US,Helena,medium_airport,yes
HLP,Halim Perdanakusuma International Airport,-6.266989,106.890318,ID,Jakarta,large_airport,yes
HLZ,Hamilton International Airport,-37.866961,175.331952,NZ,Hamilton,medium_airport,yes
HMA,Khanty Mansiysk Airport,61.028500,69.086098,RU,Khanty-Mansiysk,medium_airport,yes
HMB,Suhaj International Airport,26.342515,31.743017,EG,Suhaj,large_airport,yes
HME,Hassi Messaoud-Oued Irara Krim Belkacem Airport,31.673000,6.140440,DZ,Hassi Messaoud,medium_airport,yes
HMI,Hami Airport,42.841400,93.669197,CN,Hami,medium_airport,yes
HMO,General Ignacio L. Pesqueira International Airport,29.092811,-111.053015,MX,Hermosillo,large_airport,yes
HMS,Haji Muhammad Sidik Airport,-1.025810,114.928810,ID,Muara Teweh,small_airport,yes
HMV,Hemavan Airport,65.806099,15.082800,SE,Hemavan,small_airport,yes
HNA,Iwate Hanamaki Airport,39.428600,141.134995,JP,Hanamaki,medium_airport,yes
HND,Tokyo Haneda International Airport,35.549678,139.786958,JP,Tokyo,large_airport,yes
HNH,Hoonah Airport,58.096100,-135.410111,US,Hoonah,small_airport,yes
HNL,Daniel K. Inouye International Airport,21.318387,-157.925670,US,"Honolulu, Oahu",large_airport,yes
HNM,Hana Airport,20.795601,-156.014008,US,Hana,medium_airport,yes
HNS,Haines Airport,59.243921,-135.523925,US,Haines,medium_airport,yes
HNY,Hengyang Nanyue Airport,26.722080,112.617958,CN,Hengyang,small_airport,yes
HOB,Lea County Regional Airport,32.687500,-103.217003,US,Hobbs,medium_airport,yes
HOF,Al-Ahsa International Airport,25.285299,49.485199,SA,Hofuf,large_airport,yes
HOG,Frank Pais International Airport,20.785148,-76.315526,CU,Holguin,large_airport,yes
HOI,Hao Airport,-18.074800,-140.945999,PF,Otepa,medium_airport,yes
HOK,Hooker Creek Airport,-18.336700,130.638000,AU,Lajamanu,small_airport,yes
HOM,Homer Airport,59.644456,-151.479235,US,Homer,medium_airport,yes
HOR,Horta Airport,38.519901,-28.715900,PT,Horta,medium_airport,yes
HOT,Memorial Field Airport,34.478800,-93.096262,US,Hot Springs,medium_airport,yes
HOU,William P. Hobby Airport,29.645336,-95.276812,US,Houston,large_airport,yes
HOV,"Ørsta-Volda Airport, Hovden",62.180000,6.074100,NO,Ørsta,medium_airport,yes
HPA,Lifuka Island Airport,-19.777000,-174.341003,TO,Lifuka,medium_airport,yes
HPB,Hooper Bay Airport,61.523899,-166.147003,US,Hooper Bay,small_airport,yes
HPG,Shennongjia Hongping Airport,31.626000,110.340000,CN,Shennongjia (Hongping),medium_airport,yes
HPH,Cat Bi International Airport,20.817428,106.724315,VN,Haiphong (Hai An),large_airport,yes
HPN,Westchester County Airport,41.067001,-73.707603,US,White Plains,medium_airport,yes
HQL,Tashikuergan Hongqilafu Airport,37.661333,75.288877,CN,Tashikuergan,medium_airport,yes
HQQ,Anyang Hongqiqu Airport,35.870833,114.461944,CN,Anyang,small_airport,yes
HRB,Harbin Taiping International Airport,45.623402,126.250000,CN,Harbin,large_airport,yes
HRE,Robert Gabriel Mugabe International Airport,-17.931801,31.092800,ZW,Harare,large_airport,yes
HRF,Hoarafushi Airport,6.969670,72.896287,MV,,small_airport,yes
HRG,Hurghada International Airport,27.176776,33.796692,EG,Hurghada,large_airport,yes
HRI,Mattala Rajapaksa International Airport,6.283878,81.124163,LK,Mattala,medium_airport,yes
HRL,Valley International Airport,26.228500,-97.654404,US,Harlingen,medium_airport,yes
HRO,Boone County Airport,36.261501,-93.154701,US,Harrison,medium_airport,yes
HSA,Hazrat Sultan International Airport,43.311087,68.550352,KZ,Turkıstan,large_airport,yes
HSC,Shaoguan Danxia Airport,24.978600,113.420998,CN,Shaoguan,medium_airport,yes
HSG,Kyushu Saga International Airport,33.149700,130.302002,JP,Saga,large_airport,yes
HSL,Huslia Airport,65.697899,-156.350998,US,Huslia,medium_airport,yes
HSN,Zhoushan Putuoshan International Airport,29.933874,122.362307,CN,Zhoushan,large_airport,yes
HSR,Rajkot International Airport,22.378824,71.039391,IN,Rajkot,large_airport,yes
HSS,Maharaja Agrasen International Airport,29.186065,75.741420,IN,Hisar,large_airport,yes
HSV,Huntsville International Airport,34.636244,-86.774378,US,Huntsville,medium_airport,yes
HTA,Chita-Kadala International Airport,52.024841,113.305839,RU,Chita,large_airport,yes
HTG,Khatanga Airport,71.978104,102.490997,RU,Khatanga,medium_airport,yes
HTI,Hamilton Island Airport,-20.358101,148.951996,AU,Hamilton Island,medium_airport,yes
HTN,Hotan Airport,37.038502,79.864899,CN,Hotan,medium_airport,yes
HTS,Tri-State Airport / Milton J. Ferguson Field,38.366699,-82.557999,US,Huntington,medium_airport,yes
HTT,Huatugou Airport,38.201645,90.837843,CN,Mengnai,medium_airport,yes
HTY,Hatay Airport,36.360790,36.285589,TR,Antakya,medium_airport,yes
HUE,Humera Airport,13.830120,36.882370,ET,Akwi,small_airport,yes
HUG,Huehuetenango Airport,15.316667,-91.505556,GT,Huehuetenango,small_airport,yes
HUH,Huahine-Fare Airport,-16.687084,-151.021593,PF,Fare,medium_airport,yes
HUI,Phu Bai International Airport,16.400628,107.703094,VN,Huế,medium_airport,yes
HUN,Hualien Chiashan Airport,24.023163,121.617991,TW,Hualien City,large_airport,yes
HUO,Holingol Huolinhe Airport,45.487222,119.407222,CN,Holingol,medium_airport,yes
HUS,Hughes Airport,66.041100,-154.263001,US,Hughes,small_airport,yes
HUU,Alferez Fap David Figueroa Fernandini Airport,-9.878810,-76.204803,PE,Huánuco,medium_airport,yes
HUX,Bahías de Huatulco International Airport,15.775437,-96.260456,MX,Huatulco,large_airport,yes
HUY,Humberside Airport,53.576152,-0.349540,GB,"Grimsby, Lincolnshire",medium_airport,yes
HUZ,Huizhou Pingtan Airport,23.049999,114.599998,CN,Huizhou (Pingtan),medium_airport,yes
HVB,Hervey Bay Airport,-25.320127,152.880662,AU,Hervey Bay,medium_airport,yes
HVD,Khovd Airport,47.954102,91.628197,MN,Khovd,medium_airport,yes
HVG,"Honningsvåg Airport, Valan",71.009697,25.983601,NO,Honningsvåg,medium_airport,yes
HVN,Tweed New Haven Airport,41.262869,-72.887694,US,New Haven,medium_airport,yes
HVR,Havre City County Airport,48.541387,-109.762859,US,Havre,medium_airport,yes
HWR,Halwara International Airport,30.748501,75.629799,IN,Halwara,large_airport,yes
HXD,Haixi Delingha Airport,37.125286,97.268658,CN,Delingha,medium_airport,yes
HYA,Cape Cod Gateway Airport,41.669300,-70.280403,US,Hyannis,medium_airport,yes
HYD,Rajiv Gandhi International Airport,17.231318,78.429855,IN,Hyderabad,large_airport,yes
HYN,Taizhou Luqiao Airport,28.562201,121.429001,CN,Taizhou (Luqiao),medium_airport,yes
HYS,Hays Regional Airport,38.844521,-99.273148,US,Hays,medium_airport,yes
HZA,Heze Mudan Airport,35.212972,115.736748,CN,Heze (Dingtao),medium_airport,yes
HZG,Hanzhong Chenggu Airport,33.133527,107.203817,CN,Hanzhong (Chenggu),medium_airport,yes
HZH,Liping Airport,26.322170,109.149900,CN,Liping,medium_airport,yes
IAA,Igarka Airport,67.437202,86.621902,RU,Igarka,medium_airport,yes
IAD,Washington Dulles International Airport,38.944500,-77.455803,US,Dulles,large_airport,yes
IAG,Niagara Falls International Airport,43.107300,-78.946198,US,Niagara Falls,medium_airport,yes
IAH,George Bush Intercontinental Airport,29.984400,-95.341400,US,Houston,large_airport,yes
IAM,Zarzaitine - In Aménas Airport,28.051500,9.642910,DZ,In Aménas,medium_airport,yes
IAN,Bob Baker Memorial Airport,66.976128,-160.439014,US,Kiana,medium_airport,yes
IAO,Siargao Airport,9.859100,126.014000,PH,Del Carmen,small_airport,yes
IAR,Golden Ring Yaroslavl International Airport,57.560699,40.157398,RU,Tunoshna,large_airport,yes
IAS,Iaşi International Airport,47.179633,27.621431,RO,Iaşi,large_airport,yes
IBA,Ibadan Airport,7.362460,3.978330,NG,Ibadan,medium_airport,yes
IBB,General Villamil Airport,-0.942628,-90.953003,EC,Puerto Villamil,small_airport,yes
IBE,Perales Airport,4.421610,-75.133300,CO,Ibagué,medium_airport,yes
IBR,Ibaraki Airport,36.181456,140.414434,JP,Omitama,large_airport,yes
IBZ,Ibiza Airport,38.872898,1.373120,ES,Ibiza (Eivissa),large_airport,yes
ICC,Andrés Miguel Salazar Marcano Airport,10.794432,-63.981590,VE,Isla de Coche,small_airport,yes
ICI,Cicia Airport,-17.743299,-179.341995,FJ,Cicia,small_airport,yes
ICN,Incheon International Airport,37.469101,126.450996,KR,Seoul,large_airport,yes
ICT,Wichita Dwight D. Eisenhower National Airport,37.650314,-97.428583,US,Wichita,medium_airport,yes
IDA,Idaho Falls Regional Airport,43.514599,-112.070999,US,Idaho Falls,medium_airport,yes
IDR,Devi Ahilya Bai Holkar International Airport,22.721404,75.800510,IN,Indore,large_airport,yes
IEG,Zielona Góra-Babimost Airport,52.138500,15.798600,PL,Nowe Kramsko,medium_airport,yes
IFJ,Ísafjörður Airport,66.058098,-23.135300,IS,Ísafjörður,medium_airport,yes
IFN,Isfahan Shahid Beheshti International Airport,32.755142,51.883877,IR,Isfahan,large_airport,yes
IGA,Inagua Airport,20.975000,-73.666901,BS,Matthew Town,medium_airport,yes
IGD,Iğdır Airport,39.976627,43.876648,TR,Iğdır,medium_airport,yes
IGG,Igiugig Airport,59.324001,-155.901993,US,Igiugig,small_airport,yes
IGR,Cataratas Del Iguazú International Airport,-25.737301,-54.473400,AR,Puerto Iguazu,medium_airport,yes
IGT,Magas Airport,43.323268,45.012568,RU,Sunzha,medium_airport,yes
IGU,Cataratas International Airport,-25.594167,-54.489444,BR,Foz do Iguaçu,large_airport,yes
IIA,Inishmaan Aerodrome,53.092999,-9.568060,IE,Inis Meáin,small_airport,yes
IJK,Izhevsk Airport,56.834524,53.462172,RU,Izhevsk,medium_airport,yes
IKA,Imam Khomeini International Airport,35.416100,51.152199,IR,Tehran,large_airport,yes
IKG,Karakol International Airport,42.508099,78.407799,KG,Karakol,medium_airport,yes
IKI,Iki Airport,33.749001,129.785004,JP,Iki,medium_airport,yes
IKO,Nikolski Air Station,52.941552,-168.849478,US,Nikolski,small_airport,yes
IKS,Tiksi Airport,71.697701,128.903000,RU,Tiksi,medium_airport,yes
IKT,Irkutsk International Airport,52.266707,104.395563,RU,Irkutsk,large_airport,yes
IKU,Issyk-Kul International Airport,42.585584,76.701181,KG,Tamchy,large_airport,yes
ILD,Lleida-Alguaire Airport,41.728185,0.535023,ES,Lleida,medium_airport,yes
ILF,Ilford Airport,56.051622,-95.618820,CA,Ilford,small_airport,yes
ILG,Wilmington Airport,39.678699,-75.606499,US,Wilmington,medium_airport,yes
ILI,Iliamna Airport,59.754398,-154.910996,US,Iliamna,medium_airport,yes
ILM,Wilmington International Airport,34.272345,-77.905117,US,Wilmington,medium_airport,yes
ILO,Iloilo International Airport,10.833017,122.493358,PH,Cabatuan,large_airport,yes
ILP,Île des Pins Airport,-22.588900,167.455994,NC,Île des Pins,medium_airport,yes
ILQ,General Jorge Fernandez Maldon Airport,-17.695000,-71.344002,PE,Ilo,medium_airport,yes
ILR,General Tunde Idiagbon International Airport,8.440210,4.493920,NG,Ilorin/Ogbomosho,large_airport,yes
ILS,Ilopango International Airport,13.699500,-89.119904,SV,San Salvador,medium_airport,yes
ILY,Islay Airport,55.682708,-6.257525,GB,"Isle of Islay, Argyll and Bute",medium_airport,yes
IMF,Bir Tikendrajit International Airport,24.760000,93.896698,IN,Imphal,large_airport,yes
IMK,Simikot Airport,29.971100,81.818901,NP,Simikot,small_airport,yes
IMP,Prefeito Renato Moreira Airport,-5.531290,-47.459999,BR,Imperatriz,medium_airport,yes
IMT,Ford Airport,45.819110,-88.114557,US,Kingsford,medium_airport,yes
INB,Independence Airport,16.534560,-88.441615,BZ,Independence,small_airport,yes
INC,Yinchuan Hedong International Airport,38.322758,106.393214,CN,Yinchuan,large_airport,yes
IND,Indianapolis International Airport,39.717300,-86.294403,US,Indianapolis,large_airport,yes
INH,Inhambane Airport,-23.876400,35.408501,MZ,Inhambane,medium_airport,yes
INI,Niš Constantine the Great Airport,43.336538,21.856242,RS,Niš,large_airport,yes
INL,Falls International Airport,48.566200,-93.403099,US,International Falls,medium_airport,yes
INN,Innsbruck Airport,47.260201,11.344000,AT,Innsbruck,large_airport,yes
INO,Inongo Airport,-1.947220,18.285801,CD,Inongo,small_airport,yes
INQ,Inisheer Aerodrome,53.064701,-9.510900,IE,Inis Oírr,small_airport,yes
INU,Nauru International Airport,-0.547893,166.919525,NR,Yaren,medium_airport,yes
INV,Inverness Airport,57.542500,-4.047500,GB,Inverness,medium_airport,yes
INZ,In Salah Airport,27.250999,2.512020,DZ,In Salah,medium_airport,yes
IOA,Ioannina King Pyrrhus National Airport,39.696400,20.822500,GR,Ioannina,medium_airport,yes
IOM,Isle of Man Airport,54.083081,-4.623871,IM,Castletown,large_airport,yes
IOR,Inishmore Aerodrome,53.106701,-9.653610,IE,Inis Mór,small_airport,yes
